Year,Country,R&D Spending (millions euros),Notes
2017,Slovenia,180,"Slovenia, Turkey: 2016 data; Austria, France, Greece, Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data;
Czech Republic: 2012 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2017,Spain,"1,147","Slovenia, Turkey: 2016 data; Austria, France, Greece, Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data;
Czech Republic: 2012 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2017,Sweden,"1,104","Slovenia, Turkey: 2016 data; Austria, France, Greece, Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data;
Czech Republic: 2012 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2017,Switzerland,"6,105","Slovenia, Turkey: 2016 data; Austria, France, Greece, Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data;
Czech Republic: 2012 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2017,Turkey,66,"Slovenia, Turkey: 2016 data; Austria, France, Greece, Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data;
Czech Republic: 2012 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2017,U.K.,"5,292","Slovenia, Turkey: 2016 data; Austria, France, Greece, Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data;
Czech Republic: 2012 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2018,Austria,278,"Bulgaria, France, Germany, Spain: 2017 data; Slovenia: 2016 data; Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data;
Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2018,Belgium,"3,570","Bulgaria, France, Germany, Spain: 2017 data; Slovenia: 2016 data; Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data;
Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2018,Bulgaria,91,"Bulgaria, France, Germany, Spain: 2017 data; Slovenia: 2016 data; Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data;
Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2018,Croatia,40,"Bulgaria, France, Germany, Spain: 2017 data; Slovenia: 2016 data; Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data;
Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2018,Cyprus,85,"Bulgaria, France, Germany, Spain: 2017 data; Slovenia: 2016 data; Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data;
Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2018,Czech Republic,36,"Bulgaria, France, Germany, Spain: 2017 data; Slovenia: 2016 data; Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data;
Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2018,Denmark,"1,629","Bulgaria, France, Germany, Spain: 2017 data; Slovenia: 2016 data; Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data;
Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2018,Estonia,n.a,"Bulgaria, France, Germany, Spain: 2017 data; Slovenia: 2016 data; Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data;
Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2018,Finland,216,"Bulgaria, France, Germany, Spain: 2017 data; Slovenia: 2016 data; Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data;
Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2018,France,"4,451","Bulgaria, France, Germany, Spain: 2017 data; Slovenia: 2016 data; Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data;
Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2018,Germany,"7,815","Bulgaria, France, Germany, Spain: 2017 data; Slovenia: 2016 data; Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data;
Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2018,Greece,51,"Bulgaria, France, Germany, Spain: 2017 data; Slovenia: 2016 data; Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data;
Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2018,Hungary,242,"Bulgaria, France, Germany, Spain: 2017 data; Slovenia: 2016 data; Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data;
Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2018,Iceland,n.a,"Bulgaria, France, Germany, Spain: 2017 data; Slovenia: 2016 data; Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data;
Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2018,Ireland,305,"Bulgaria, France, Germany, Spain: 2017 data; Slovenia: 2016 data; Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data;
Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2018,Italy,"1,650","Bulgaria, France, Germany, Spain: 2017 data; Slovenia: 2016 data; Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data;
Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2018,Latvia,n.a,"Bulgaria, France, Germany, Spain: 2017 data; Slovenia: 2016 data; Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data;
Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2018,Lithuania,n.a,"Bulgaria, France, Germany, Spain: 2017 data; Slovenia: 2016 data; Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data;
Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2018,Malta,n.a,"Bulgaria, France, Germany, Spain: 2017 data; Slovenia: 2016 data; Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data;
Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2018,Netherlands,642,"Bulgaria, France, Germany, Spain: 2017 data; Slovenia: 2016 data; Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data;
Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2018,Norway,126,"Bulgaria, France, Germany, Spain: 2017 data; Slovenia: 2016 data; Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data;
Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2018,Poland,356,"Bulgaria, France, Germany, Spain: 2017 data; Slovenia: 2016 data; Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data;
Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2018,Portugal,116,"Bulgaria, France, Germany, Spain: 2017 data; Slovenia: 2016 data; Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data;
Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2018,Romania,80,"Bulgaria, France, Germany, Spain: 2017 data; Slovenia: 2016 data; Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data;
Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2018,Russia,944,"Bulgaria, France, Germany, Spain: 2017 data; Slovenia: 2016 data; Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data;
Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2018,Slovakia,n.a,"Bulgaria, France, Germany, Spain: 2017 data; Slovenia: 2016 data; Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data;
Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2018,Slovenia,180,"Bulgaria, France, Germany, Spain: 2017 data; Slovenia: 2016 data; Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data;
Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2018,Spain,"1,147","Bulgaria, France, Germany, Spain: 2017 data; Slovenia: 2016 data; Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data;
Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2018,Sweden,"1,104","Bulgaria, France, Germany, Spain: 2017 data; Slovenia: 2016 data; Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data;
Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2018,Switzerland,"6,010","Bulgaria, France, Germany, Spain: 2017 data; Slovenia: 2016 data; Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data;
Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2018,Turkey,103,"Bulgaria, France, Germany, Spain: 2017 data; Slovenia: 2016 data; Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data;
Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2018,U.K.,"5,045","Bulgaria, France, Germany, Spain: 2017 data; Slovenia: 2016 data; Norway, Sweden: 2015 data; Cyprus, Ireland: 2013 data;
Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2019,Austria,311,"Hungary, Portugal: 2018 data; Bulgaria, France, Greece: 2017 data; Slovenia: 2016 data; Norway, Sweden: 2015 data; Cyprus,
Ireland: 2013 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2019,Belgium,"3,846","Hungary, Portugal: 2018 data; Bulgaria, France, Greece: 2017 data; Slovenia: 2016 data; Norway, Sweden: 2015 data; Cyprus,
Ireland: 2013 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2019,Bulgaria,91,"Hungary, Portugal: 2018 data; Bulgaria, France, Greece: 2017 data; Slovenia: 2016 data; Norway, Sweden: 2015 data; Cyprus,
Ireland: 2013 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2019,Croatia,40,"Hungary, Portugal: 2018 data; Bulgaria, France, Greece: 2017 data; Slovenia: 2016 data; Norway, Sweden: 2015 data; Cyprus,
Ireland: 2013 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2019,Cyprus,85,"Hungary, Portugal: 2018 data; Bulgaria, France, Greece: 2017 data; Slovenia: 2016 data; Norway, Sweden: 2015 data; Cyprus,
Ireland: 2013 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2019,Czech Republic,62,"Hungary, Portugal: 2018 data; Bulgaria, France, Greece: 2017 data; Slovenia: 2016 data; Norway, Sweden: 2015 data; Cyprus,
Ireland: 2013 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2019,Denmark,1543,"Hungary, Portugal: 2018 data; Bulgaria, France, Greece: 2017 data; Slovenia: 2016 data; Norway, Sweden: 2015 data; Cyprus,
Ireland: 2013 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2019,Estonia,n.a,"Hungary, Portugal: 2018 data; Bulgaria, France, Greece: 2017 data; Slovenia: 2016 data; Norway, Sweden: 2015 data; Cyprus,
Ireland: 2013 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2019,Finland,182,"Hungary, Portugal: 2018 data; Bulgaria, France, Greece: 2017 data; Slovenia: 2016 data; Norway, Sweden: 2015 data; Cyprus,
Ireland: 2013 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2019,France,"4,451","Hungary, Portugal: 2018 data; Bulgaria, France, Greece: 2017 data; Slovenia: 2016 data; Norway, Sweden: 2015 data; Cyprus,
Ireland: 2013 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2019,Germany,"8,466","Hungary, Portugal: 2018 data; Bulgaria, France, Greece: 2017 data; Slovenia: 2016 data; Norway, Sweden: 2015 data; Cyprus,
Ireland: 2013 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2019,Greece,51,"Hungary, Portugal: 2018 data; Bulgaria, France, Greece: 2017 data; Slovenia: 2016 data; Norway, Sweden: 2015 data; Cyprus,
Ireland: 2013 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2019,Hungary,242,"Hungary, Portugal: 2018 data; Bulgaria, France, Greece: 2017 data; Slovenia: 2016 data; Norway, Sweden: 2015 data; Cyprus,
Ireland: 2013 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2019,Iceland,n.a,"Hungary, Portugal: 2018 data; Bulgaria, France, Greece: 2017 data; Slovenia: 2016 data; Norway, Sweden: 2015 data; Cyprus,
Ireland: 2013 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2019,Ireland,305,"Hungary, Portugal: 2018 data; Bulgaria, France, Greece: 2017 data; Slovenia: 2016 data; Norway, Sweden: 2015 data; Cyprus,
Ireland: 2013 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2019,Italy,1600,"Hungary, Portugal: 2018 data; Bulgaria, France, Greece: 2017 data; Slovenia: 2016 data; Norway, Sweden: 2015 data; Cyprus,
Ireland: 2013 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2019,Latvia,n.a,"Hungary, Portugal: 2018 data; Bulgaria, France, Greece: 2017 data; Slovenia: 2016 data; Norway, Sweden: 2015 data; Cyprus,
Ireland: 2013 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2019,Lithuania,n.a,"Hungary, Portugal: 2018 data; Bulgaria, France, Greece: 2017 data; Slovenia: 2016 data; Norway, Sweden: 2015 data; Cyprus,
Ireland: 2013 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2019,Malta,n.a,"Hungary, Portugal: 2018 data; Bulgaria, France, Greece: 2017 data; Slovenia: 2016 data; Norway, Sweden: 2015 data; Cyprus,
Ireland: 2013 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2019,Netherlands,642,"Hungary, Portugal: 2018 data; Bulgaria, France, Greece: 2017 data; Slovenia: 2016 data; Norway, Sweden: 2015 data; Cyprus,
Ireland: 2013 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2019,Norway,126,"Hungary, Portugal: 2018 data; Bulgaria, France, Greece: 2017 data; Slovenia: 2016 data; Norway, Sweden: 2015 data; Cyprus,
Ireland: 2013 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2019,Poland,339,"Hungary, Portugal: 2018 data; Bulgaria, France, Greece: 2017 data; Slovenia: 2016 data; Norway, Sweden: 2015 data; Cyprus,
Ireland: 2013 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2019,Portugal,117,"Hungary, Portugal: 2018 data; Bulgaria, France, Greece: 2017 data; Slovenia: 2016 data; Norway, Sweden: 2015 data; Cyprus,
Ireland: 2013 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2019,Romania,75,"Hungary, Portugal: 2018 data; Bulgaria, France, Greece: 2017 data; Slovenia: 2016 data; Norway, Sweden: 2015 data; Cyprus,
Ireland: 2013 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2019,Russia,727,"Hungary, Portugal: 2018 data; Bulgaria, France, Greece: 2017 data; Slovenia: 2016 data; Norway, Sweden: 2015 data; Cyprus,
Ireland: 2013 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2019,Slovakia,n.a,"Hungary, Portugal: 2018 data; Bulgaria, France, Greece: 2017 data; Slovenia: 2016 data; Norway, Sweden: 2015 data; Cyprus,
Ireland: 2013 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2019,Slovenia,180,"Hungary, Portugal: 2018 data; Bulgaria, France, Greece: 2017 data; Slovenia: 2016 data; Norway, Sweden: 2015 data; Cyprus,
Ireland: 2013 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2019,Spain,"1,212","Hungary, Portugal: 2018 data; Bulgaria, France, Greece: 2017 data; Slovenia: 2016 data; Norway, Sweden: 2015 data; Cyprus,
Ireland: 2013 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2019,Sweden,"1,104","Hungary, Portugal: 2018 data; Bulgaria, France, Greece: 2017 data; Slovenia: 2016 data; Norway, Sweden: 2015 data; Cyprus,
Ireland: 2013 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2019,Switzerland,"6,383","Hungary, Portugal: 2018 data; Bulgaria, France, Greece: 2017 data; Slovenia: 2016 data; Norway, Sweden: 2015 data; Cyprus,
Ireland: 2013 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
2019,Turkey,137,"Hungary, Portugal: 2018 data; Bulgaria, France, Greece: 2017 data; Slovenia: 2016 data; Norway, Sweden: 2015 data; Cyprus,
Ireland: 2013 data; Croatia, Netherlands: 2011 data
Belgium, Croatia, Denmark, France, Germany, Greece, Ireland, Italy, Netherlands, Norway (LMI members), Poland, Romania,
Slovenia, Sweden (LIF members), Switzerland (Interpharma members), Turkey: estimate"
